Artist,Track,Album,Danceability,Energy,Valence,Tempo,Track_ID
Javier Barría,Sábado Solo,Introducción a la Geometría,,,,,7CNW5hnZcVw6gufyQcRAMF
Javier Barría,Venditas,Introducción a la Geometría,,,,,4eSmwZXuGrSOKLqk4cSKH3
Javier Barría,Té,Introducción a la Geometría,,,,,1eEokDx3QjC14EHBXTeY7v
Javier Barría,La Misma Madera,Introducción a la Geometría,,,,,67fAu1pegnZ6HKZnVFqlDc
Javier Barría,Foto Movida,Introducción a la Geometría,,,,,7M85ihvimpjDb23nBiIWbx
Javier Barría,Capital,Introducción a la Geometría,,,,,30tgJz7nmjkLDJnzQCIfel
Javier Barría,Acantilado,Introducción a la Geometría,,,,,0Hy32exbnTC2VGQtTMnyKR
Javier Barría,Geometría,Introducción a la Geometría,,,,,4HibcDiXX47Lho0GnXDK2L
Javier Barría,El Día en Que Dejaste de Quererme,Folclor,,,,,2IAXmpUy3TWsreTGtkZvMp
Javier Barría,Nuestro Imaginario,Folclor,,,,,6df1rkMvEJJ57s0sGkWqp1
Javier Barría,El Crimen,Folclor,,,,,3EMXQw1zEt0RXiyGfeFe7v
Javier Barría,Gira al Sol,Folclor,,,,,1cpY3PWBdGUa9jPyR25NdI
Javier Barría,Ceguera de los Ríos,Folclor,,,,,0gS6fLWFF4J6zTMwvbtTCr
Javier Barría,Pena del Sur,Folclor,,,,,7qEwdKbiV5UoWtUL707oxi
Javier Barría,Cobardes,Folclor,,,,,1op4HBP8dxnomriynwq6iC
Javier Barría,Cyberpunk,Folclor,,,,,6oZtTpJ7ZhfopW2DqjrWjI
Javier Barría,Villanela,Folclor,,,,,3IycfT9C6cR4hCUyNYF438
Javier Barría,Animita,Folclor,,,,,4YyTQXzOyrgNA2uOr8TTr5
Javier Barría,Nuestro Folclor,Folclor,,,,,16yM23bjFSxQLbzSYJYOXl
Olivia García,Yanara,Canciones Que Acunan,,,,,5a9THIgXiVQYFbmwwoKZaw
Olivia García,Pa Poderte Invocar,Canciones Que Acunan,,,,,5q374dGCZuvLQ9n4oXdjuJ
Olivia García,Te Extraño,Canciones Que Acunan,,,,,0Jm5urYibxrmYAHIIRzsC8
Olivia García,Pa Poderte Invocar,Pa Poderte Invocar,,,,,5FiOzC4AQdQSBf2nIdb8nE
Olivia García,Complacerte,Complacerte,,,,,5HkB0CKQZI6erTQTpwG6R3
La Rata Bluesera,Santa Lucía - En Vivo,La Rata Bluesera (En Vivo),,,,,2K4I5sjjWuWNobvDVCmr7x
La Rata Bluesera,Blueskupovic - En Vivo,La Rata Bluesera (En Vivo),,,,,4euXLkekVeO7inpz8hi3Q6
La Rata Bluesera,No Hay por Qué - En Vivo,La Rata Bluesera (En Vivo),,,,,0bI8s6h4WfeYpX8kMPRfDB
La Rata Bluesera,Libertad - En Vivo,La Rata Bluesera (En Vivo),,,,,5G3VuqtbPbHAZcR8SdmHDS
La Rata Bluesera,La Daga - En Vivo,La Rata Bluesera (En Vivo),,,,,5HEfiiGm89rcAVNs5Izjb6
La Rata Bluesera,Yo Voy - En Vivo,La Rata Bluesera (En Vivo),,,,,5NqzDVMaASl8ydPUxiotUV
La Rata Bluesera,Del Sur - En Vivo,La Rata Bluesera (En Vivo),,,,,1TmeM48r26ntQvowPAIuTS
La Rata Bluesera,Mi Pequeño Gallo Rojo - En Vivo,La Rata Bluesera (En Vivo),,,,,0MgYuOjd9CXjGElIplgwWl
La Rata Bluesera,Botablues - En Vivo,La Rata Bluesera (En Vivo),,,,,6ndgoKmeYlxcFxRIZQBYtj
La Rata Bluesera,I'm Ready - En Vivo,La Rata Bluesera (En Vivo),,,,,2ZUCwJlVhh8bm8TM5s1Vd6
La Rata Bluesera,Got My Mojo Working - En Vivo,La Rata Bluesera (En Vivo),,,,,6imyz3zbV4JEsm1QxtGHXf
La Rata Bluesera,Todo Mal - En Vivo,La Rata Bluesera (En Vivo),,,,,0HWCZVupLeOCsmWJVn54IY
La Rata Bluesera,La Extremaunción - En Vivo,La Rata Bluesera (En Vivo),,,,,5DOzHXh2qMbLr7UE8x8bLa
La Rata Bluesera,Blues de la Transición - En Vivo,La Rata Bluesera (En Vivo),,,,,5r9n7udVkJvndogmoBJulT
La Rata Bluesera,Hoochie Coochie Man,Valdivia,,,,,736lCvv1yozHwPTnYEAlt0
La Rata Bluesera,Ahora Que No Estás Aquí,Valdivia,,,,,54dejm3QP2fB124tKpl6KI
La Rata Bluesera,Mi Canto,El Viaje,,,,,3dtX0tXCSnwMWmTYjjOBrw
La Rata Bluesera,Valdivia 1960,El Viaje,,,,,0Wrc8BnGwY9nUqboeMlTCc
La Rata Bluesera,Nos Fuimos Quedando en Silencio,El Viaje,,,,,6Z0wHX2F9m2XiMLwfWS9J0
La Rata Bluesera,Recuerdo Cuando Tenía 20 Años,El Viaje,,,,,41R0ZUYxggOZcr0pP0ShpJ
La Rata Bluesera,El Canelos,El Viaje,,,,,4ZzbTl8ebvSfYEXOvcvNKu
La Rata Bluesera,Lluvias del Sur,El Viaje,,,,,4Y6gC4jlSu4yhw99AknUHX
La Rata Bluesera,Viene Mi Día Celeste,El Viaje,,,,,2FbRlQJIxbS5T0mCDOgXiE
La Rata Bluesera,El Viaje,El Viaje,,,,,35fyJ4oQewIhlcsV5TJusp
La Rata Bluesera,Agua,Agua,,,,,6zBxZgNgcCDW8pmBcFYIKe
La Rata Bluesera,Arriesgaré la Piel,Agua,,,,,6y3quPxVzmFtAJYqGpUfwN
La Rata Bluesera,Tu Lucidez,Agua,,,,,11Eplc4WHDdY1lhjcYHJCR
La Rata Bluesera,Estar Perdidos,Agua,,,,,6ApHyjCpIbg4XLdcr6MRNW
La Rata Bluesera,Porque Cada Noche,Agua,,,,,2bHD1msYRarhW7qR6Sg7me
La Rata Bluesera,Blues para Pedro,Agua,,,,,50zHVI5JiB8bylY9KzMgDX
La Rata Bluesera,Pagar por Tocar,Agua,,,,,1EiJG3L6GW1G9jrIMXAdct
La Rata Bluesera,El Disidente,De Errores,,,,,0tWGsZ0W2iR76w8xuUFScL
La Rata Bluesera,La Espera,De Errores,,,,,2nTI4MTw8QArSE7jGTiIjg
La Rata Bluesera,Solo Esta Noche,De Errores,,,,,5vDQ5QXGcA8J7t374n1ORK
La Rata Bluesera,Ahora No Estás Aquí,De Errores,,,,,0olWFuO7H3kTvPA67wTnM5
La Rata Bluesera,He Caminado por Diez Calles,De Errores,,,,,6vgbHRV4E4zJEplVanrkNe
La Rata Bluesera,Viene Llegando la Cueca,De Errores,,,,,7msRwwflII6y03ntz7ne2q
La Rata Bluesera,Destino,De Errores,,,,,48gZYo4gyeIXKPxjb2oFUB
Don Vilanova Botafogo,Blues para Mi Guitarra,Patas Negras,,,,,5kPrXfTrvbILSSQmreEWox
Don Vilanova Botafogo,Tren de las 16,Patas Negras,,,,,4VcvDzibS4Ig59JyCzjaGn
Don Vilanova Botafogo,Todo Mal,Patas Negras,,,,,2X1zXfkUGFHq3D7Fl9T37E
Don Vilanova Botafogo,Del Sur,Patas Negras,,,,,04sbbfgg7K1ruRCpfGWRWt
Don Vilanova Botafogo,Shake Your Money Maker,Patas Negras,,,,,3cI4ErlQhE4nTZc5njDglg
Santana,While My Guitar Gently Weeps (feat. India.Arie & Yo-Yo Ma),Guitar Heaven: The Greatest Guitar Classics Of All Time (Deluxe Version),,,,,6s6nuBUe2alx3Rfk9JLPij
B.B. King,If You Love Me,Deuces Wild,,,,,5Mbpbigq8HJTmRT8GXh5yh
Santana,Europa (Earth's Cry Heaven's Smile),Amigos,,,,,4VbOIkKqt0gkZpC75oKSxS
Joe Cocker,With A Little Help From My Friends,With A Little Help From My Friends,,,,,0YZ3J8xzGwLOg4yEgST1YK
Eric Clapton,Lies,Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,,,,,0mgXOSuxdH84O2MSc1ZmrU
B.B. King,The Thrill Is Gone,Deuces Wild,,,,,3cg0dJfrQB66Qf2YthPb6G
Fleetwood Mac,Need Your Love So Bad,Fleetwood Mac's Greatest Hits,,,,,6J1NKcC7xlbz5yrATZZ1X0
Jeff Beck,People Get Ready,Flash,,,,,1Qd3CUBmJMBOmapxPYY6pZ
Gary Moore,Parisienne Walkways,Back On The Streets (Expanded Edition),,,,,6z4VNjyxLfRXRx23gzl51x
Gary Moore,One Day,Ballads & Blues 1982-1994,,,,,7pFBMeAmuOT7xMeV1HAk5p
Gary Moore,Still Got The Blues,Still Got The Blues,,,,,0DnGfA1r8pAssJCuq4ojla
Gary Moore,Over The Hills And Far Away,Wild Frontier,,,,,4y7EaP5J09FJmclmmvM1jN
Gary Moore,Oh Pretty Woman,Still Got The Blues,,,,,7LpcB50dBOGO3Ph6zlJyyH
Gary Moore,Moving On,Still Got The Blues,,,,,0f8mDd5389l9t6I07vb5AK
Gary Moore,Texas Strut,Still Got The Blues,,,,,2Ek7APjm4D4NOmBHNHnerg
Gary Moore,As The Years Go Passing By,Still Got The Blues,,,,,56UsciEGCYrmCTSI3veuvC
Gary Moore,King Of The Blues,Still Got The Blues,,,,,3yMiNNWzQKxivxkWWlskYZ
Gary Moore,Midnight Blues,Still Got The Blues,,,,,2n5LevrNK3JbN1WWtXuLD6
Gary Moore,That Kind Of Woman,Still Got The Blues,,,,,39XeoQP9PicaydEPPJ2U5C
Gary Moore,Stop Messin' Around,Still Got The Blues,,,,,0JdwxBaCnq90T2Av4U6rzC
Gary Moore,Back On The Streets,Back On The Streets (Expanded Edition),,,,,2QVeXWSdRodyuVSY2zjuFW
Gary Moore,Fanatical Fascists,Back On The Streets (Expanded Edition),,,,,5IUh72b3UL3NjZwmDPPT9I
Gary Moore,Track Nine,Back On The Streets (Expanded Edition),,,,,6emwMAoCnBKWkQaWVHqbUy
Gary Moore,Spanish Guitar,Back On The Streets (Expanded Edition),,,,,3jzVD4wI9bwSQBvKu1ifxD
Eric Johnson,Manhattan,Venus Isle,,,,,21i2hxJAkQCWlSWejTkN0T
Eric Johnson,S.R.V.,Venus Isle,,,,,3R5ULvRdYFfaBfkIMkiZnq
Eric Johnson,Battle We Have Won,Venus Isle,,,,,0vwElBz0cj1FpmPlBu0LdH
Eric Johnson,Song For Lynette,Venus Isle,,,,,5X8PXKEzE1Srn2z9I7BwLp
Eric Johnson,Pavilion,Venus Isle,,,,,5nTccAESu7XkPfaLED0zqi
Eric Johnson,All About You,Venus Isle,,,,,1alpYxaS23K955olZS30n3
Eric Johnson,Desert Rose,Ah Via Musicom,,,,,5s74rkA87hFH1iTzBngcFY
Eric Johnson,Forty Mile Town,Ah Via Musicom,,,,,2mLJvfmbp7Kj2AbPkR8JTD
Eric Johnson,Soulful Terrain,Tones,,,,,3H8Txg6gk1bxqhRJ2PgHRR
Eric Johnson,Emerald Eyes,Tones,,,,,5yMauUJqMgoFupTvUu9xL7
Eric Johnson,Trail of Tears,Tones,,,,,2jkyzUg8R7emRzRsqha9ol
Eric Johnson,Victory,Tones,,,,,6cOldxoLWaXqTpwYiEkLFY
Eric Johnson,Zap,Tones,,,,,6lggnqMW53MgLSTC4OFK1n
Eric Johnson,Bristol Shore,Tones,,,,,5ldQaRB1DPSaE3yeslebLm
Joe Bonamassa,Stop!,The Ballad of John Henry,,,,,3WFfqRoJhJeHIZzKdW5xXZ
"Beth Hart, Joe Bonamassa",I'd Rather Go Blind,Don't Explain,,,,,3BF9J3DjZuNKcfiAwkTsWK
"Beth Hart, Joe Bonamassa",I'll Take Care Of You,Don't Explain,,,,,644oQEcMNmA3ABAOrfY7k3
"Beth Hart, Joe Bonamassa",Sinner's Prayer,Don't Explain,,,,,5LyQlpzXwNoxcghdA4pn9h
"Beth Hart, Joe Bonamassa","Well, Well",Don't Explain,,,,,3tOj1PVQclaN80xIEDSWMa
"Beth Hart, Joe Bonamassa",Ain't No Way,Don't Explain,,,,,3XpmFvsO8U4kMlVmxcc0AH
Joe Bonamassa,Pilgrimage,Time Clocks,,,,,0SN7oedJQF4Lisqp61Qt5c
Joe Bonamassa,The Heart That Never Waits,Time Clocks,,,,,4sb2JUFkGwT9jfzM7lcQBI
Joe Bonamassa,Questions And Answers,Time Clocks,,,,,2eOsgM5TJlW68D6W8OGnp9
Joe Bonamassa,Time Clocks,Time Clocks,,,,,7Mft5wZsFV4LrxLhlKzaJ7
Joe Bonamassa,Known Unknowns,Time Clocks,,,,,08ftxnSH1Z4xdZyxmlsOml
Joe Bonamassa,Curtain Call,Time Clocks,,,,,4FCvNyWdtKlIJzuVaPfM1F
Joe Bonamassa,Drive,Blues Of Desperation,,,,,2knqdlYKjS0J27lYyyRllU
Joe Bonamassa,Livin' Easy,Blues Of Desperation,,,,,6l5n3sr3Tvt9fFTQWtVZCd
Joe Bonamassa,Blues Deluxe,Blues Deluxe,,,,,2O7OjNCjqflzWOTVg9UlEm
Joe Bonamassa,You Upset Me Baby,Blues Deluxe,,,,,47UTDQeXdd6JkDCwF9vxWU
Rascal Flatts,Life is a Highway,Cars (Original Motion Picture Soundtrack),,,,,5gB2IrxOCX2j9bMnHKP38i
Jimmy Dawkins,Kold Actions,"Hot Wire 81 (feat. Richard Kirch, Sylvester Boines, Jimmy Schutte) [Blues Power]",,,,,0VQqkF65MjElD99dsky0hi
Jimmy Dawkins,Ruff Times,"Hot Wire 81 (feat. Richard Kirch, Sylvester Boines, Jimmy Schutte) [Blues Power]",,,,,1H95TFwoPJ4MVcF1kF2HUR
Jimmy Dawkins,You Just a Baby Child,"Hot Wire 81 (feat. Richard Kirch, Sylvester Boines, Jimmy Schutte) [Blues Power]",,,,,7kDtjXjIfAso91mr7LOgbV
Jimmy Dawkins,Roc-Kin-Sole,"Hot Wire 81 (feat. Richard Kirch, Sylvester Boines, Jimmy Schutte) [Blues Power]",,,,,1oolC06BVtywgAIIItvGk0
Jimmy Dawkins,My Way,"Hot Wire 81 (feat. Richard Kirch, Sylvester Boines, Jimmy Schutte) [Blues Power]",,,,,69eCWFvFSceZH1AyDFdF2H
Jimmy Dawkins,It Serves Me Right To Suffer,Fast Fingers,,,,,1R6geFUwTaYU8vnMkAtD2N
Jimmy Dawkins,Triple Trebles,Fast Fingers,,,,,0cbVUoULV6fqTppekYeCzz
Jimmy Dawkins,Sad And Blues,Fast Fingers,,,,,4Bw7dMKchmzSxy6Mh0WYD0
Jimmy Dawkins,Back Home Blues,Fast Fingers,,,,,6DkGcxaxrJ9C4Oz04RqNK1
Warrant,Cherry Pie,Cherry Pie,,,,,7LygtNjQ65PSdzVjUnHXQb
Warrant,Uncle Tom's Cabin,Cherry Pie,,,,,3WW3g2scq0m7ZY5JCxrdWw
Warrant,Love In Stereo,Cherry Pie,,,,,34nIhRFiDQNHOW0qYGTyvR
Warrant,Sure Feels Good to Me,Cherry Pie,,,,,4YKPzNXkAOmLrNPjdrGgTI
Warrant,Mr. Rainmaker,Cherry Pie,,,,,4CmYkMfs8y54aBnQlINBKJ
Warrant,Train Train,Cherry Pie,,,,,2h74GSlKy30zWzWcAripHZ
Warrant,I Saw Red,Cherry Pie,,,,,0bhGTfpajLMjcYGMwWHy9p
Warrant,Bed of Roses,Cherry Pie,,,,,14q2jY9n9KY24Onk5QyObf
Warrant,Down Boys,Dirty Rotten Filthy Stinking Rich,,,,,0dw3dXWx6dgp7Ri3HeDBUq
Warrant,32 Pennies,Dirty Rotten Filthy Stinking Rich,,,,,7pMyq97F6UAqKnc2P9e425
Warrant,D.R.F.S.R.,Dirty Rotten Filthy Stinking Rich,,,,,3OnH1cmsVTr4H3jBBlqaFW
Warrant,In The Sticks,Dirty Rotten Filthy Stinking Rich,,,,,0FetB7ScTZUyQFJcg8YKvY
Warrant,Cold Sweat,Dirty Rotten Filthy Stinking Rich,,,,,1VmifkRlAqsVkwfMPTLchz
Warrant,April 2031,Dog Eat Dog,,,,,3OS73TVoteeWhiptZAbTIi
Warrant,Machine Gun,Dog Eat Dog,,,,,6E91jnuujRYbmGwdGydZN9
Warrant,Sad Theresa,Dog Eat Dog,,,,,0gIwp0XDvhWv4P12wBniD9
Warrant,Quicksand,Dog Eat Dog,,,,,5gmtSmrVOimJqbiIezkHWB
Drowning Pool,Bodies,Sinner,,,,,7CpbhqKUedOIrcvc94p60Y
Drowning Pool,Tear Away,Sinner,,,,,3ENHpbTuY72FukZbwGP6bc
Drowning Pool,Sinner,Sinner,,,,,4AaZtoVREGSOTMzdzLoCGK
De Saloon,Nuestra señal,Mar de nubes,,,,,3JIy8mnMI0PvcrbCP9wMX3
De Saloon,Esperar,Mar de nubes,,,,,78HPvwy6PFMoU7DlulMTJU
De Saloon,Mar de nubes,Mar de nubes,,,,,7yUqRdOBt0my6W7WlYThhq
De Saloon,Virtual,Mar de nubes,,,,,1DM5zFVuY9d1mDK042UqOo
De Saloon,Besame,Mar de nubes,,,,,3fXj06VshDiJ0WxfYDCyEB
De Saloon,Arder,Mar de nubes,,,,,0ygkcjQUjhiFjPqsBv8EcD
De Saloon,Domesticame,Mar de nubes,,,,,6eF5HI1s4DU3Z5b5urrVRk
De Saloon,Sigueme,Mar de nubes,,,,,1JNjUGhialVhrXkCGlcLob
De Saloon,Abrázame,Abrázame,,,,,4S3Gf4ncQMAas0j90bQtQx
De Saloon,Quítame Los Ojos,Abrázame,,,,,6WWRXhGXwhxR2hweJn4WEY
De Saloon,Animal,Abrázame,,,,,6vjBOZD1E5hDqdPUuzmPF9
De Saloon,Abriendo Mi Corazón,Abrázame,,,,,3b02g6x50o4kBFunhZg3FJ
De Saloon,Te Mueres,Abrázame,,,,,5fbpZGY5TZ3bRhkQqTOSj0
De Saloon,Ganas,Abrázame,,,,,4LHR4WZNQC8uJPP0W1AV8k
De Saloon,Déjalo,Abrázame,,,,,4A197k2VxXIqb4rH3wqw1I
De Saloon,Hazme Algo,Abrázame,,,,,3HEZRM7OPQY5LXa7OEmD4Y
De Saloon,Para Ti,Abrázame,,,,,0q1WacGmrtCmF9pVU9EwQ6
De Saloon,Déjame Ser Silencioso,Abrázame,,,,,2d9W1rLmd2GzWjQP1CvNbM
De Saloon,Coróname,Abrázame,,,,,0HMIOBLT3SL5FjNIdCwNCw
De Saloon,Volver,Abrázame,,,,,7mXPoTo2n2Yr8H3WnFu2tY
De Saloon,Solo El Sol,Abrázame,,,,,1duFZLtpRmVeXWMLQMWqtj
De Saloon,Verdad,Abrázame,,,,,1dmqa40DwTbUv3SzUaUMvH
De Saloon,Dos,De Saloon,,,,,1TywStTqkJ9XIgPsrOMXmH
De Saloon,Te,De Saloon,,,,,6vSekblfCHVVJHF9IQkPs3
De Saloon,Vibraciones,De Saloon,,,,,4Tas7vDWX3Pxeyha9DLXNC
De Saloon,Quédate,De Saloon,,,,,2GpfueJjPlXJslyOMiyKSP
De Saloon,Brigida,De Saloon,,,,,3xlHWb5TsdrN0BTb0h2aM5
De Saloon,Hombre muerte,De Saloon,,,,,4Kb7ADqGRWCz64RXqLoAtp
De Saloon,Hombre sonriente,De Saloon,,,,,6BpgTJrUj6IRGLyiqNB1MU
De Saloon,Esfumar,De Saloon,,,,,1zumR6nP8LnKma5wOvq9nB
De Saloon,Fui feliz,De Saloon,,,,,4eg5oafPZjlFK6xYF6qs3Y
De Saloon,Miel,De Saloon,,,,,2IbiZBpJuvY8pMzKhDtWLP
De Saloon,Ultaline,De Saloon,,,,,5E91bCNVquDHnYwUtNrw5G
De Saloon,X,De Saloon,,,,,0yUN2WNOo2PQjRZY312jzp
La Unión,Sildavia,Mil Siluetas,,,,,4TRBtmbxwNyxJlxGCcK7Us
La Unión,Eclipse total,Mil Siluetas,,,,,61hq3Gr6TEF7audecvwJGy
La Unión,Sangre entre tú y yo,Mil Siluetas,,,,,1n2bv9PZKm2Cux8zfsvHGr
La Unión,Cabaret,Mil Siluetas,,,,,3hkD9CXUxvQyMETHHQfMel
La Unión,Mil siluetas,Mil Siluetas,,,,,3q8uA7RDOzO2z6I65f3FWO
La Unión,Lobo-hombre en París,Mil Siluetas,,,,,2hConpLOB6gmyM8vDkVOof
La Unión,Todos los gatos son pardos,Mil Siluetas,,,,,2elWzulY2CnMoJfXQbXFtN
La Unión,Mujer cosmopolita,Mil Siluetas,,,,,3XfsadmVatWIgPN9lMrtna
La Unión,Voracidad,Mil Siluetas,,,,,2ySpOCq3ugst6imOVvEfgM
La Unión,La niebla,Mil Siluetas,,,,,6q1JTbebjFUSUfuQCGhHdK
La Unión,Klow - Sildavia Kapital Mix,Mil Siluetas,,,,,5y1zkRgjFQzffACMHrP8zj
La Unión,Vivir al este del edén,Vivir Al Este Del Eden,,,,,61cirg3ao4fxiz8tJ6gvDp
La Unión,Maracaibo,Vivir Al Este Del Eden,,,,,3Qe0UShyeb1BencKnhNpBo
La Unión,Blues,Vivir Al Este Del Eden,,,,,2eCnfM5HD9Io9mpAsUZy5r
La Unión,Sin consentimiento,Vivir Al Este Del Eden,,,,,3gvnDrIiEZtBz8QAQ9g5dL
La Unión,La era del mar,Vivir Al Este Del Eden,,,,,2H2CxF4xfbiWpm4Gfa5YN5
La Unión,Más y más,Vivir Al Este Del Eden,,,,,7fXLTxs2FVESo5IOW446UM
La Unión,A través del espejo,Vivir Al Este Del Eden,,,,,06Akr3FX1vSdzHwQd0GETP
La Unión,Mi viejo barrio,Vivir Al Este Del Eden,,,,,6e5t8k4jFhF0uFXMDxmyS8
La Unión,Natalia,Vivir Al Este Del Eden,,,,,2ONzTdAKDjWtbZaJ2Yl755
La Unión,A tumba abierta,Hiperespacio,,,,,01Rjpv2HIwC56m2vgPjt3S
La Unión,Negrita,Hiperespacio,,,,,5xtrS1oKSvolhkmvocf6r9
La Unión,Juan Valiente,Hiperespacio,,,,,1I6xf52v0Olutax7VEWHP9
La Unión,Black Is Black,Hiperespacio,,,,,5jHB7lE9zcAwRO2NZZJlhF
La Unión,1.996,Hiperespacio,,,,,3JBJr0IPIEXSY4pjVZPydQ
La Unión,El fuego y el amor,Hiperespacio,,,,,0AJC29RItVEAoXJKtyTCAZ
La Unión,Ande yo caliente,Hiperespacio,,,,,6kEy1WgDenTrQHh3ChPmkn
La Unión,Vida en Marte,Hiperespacio,,,,,6wgQcta3WCTCN0379W7gSF
La Unión,Tú y yo,Hiperespacio,,,,,1AttfAd0jIlIuejdhhWH1T
La Unión,Cuba,Hiperespacio,,,,,3pCtZotbXDiGon1Pe6jQlC
La Unión,Black Is Black - Remix; Dance Version,Hiperespacio,,,,,5VYXtq8lcwEGcPT9KIsNRA
Barbacius,Error 404,Error 404,,,,,2GDcBY51xuu9L4LQsHoFqD
Lasso,Un Millón Como Tú,Un Millón Como Tú,,,,,619zlIsV7csW2h2narAoPC
Curtis Waters,Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),,,,,2D0dj3hVkRQJCp63cxCPEx
Orquesta Psicotrópika,Sigue Bailando,La Selva,,,,,4pzLGZG3ftmqA7LHYAmS6N
Orquesta Psicotrópika,Palos Pacos,La Selva,,,,,7cKTrPC7HjSgc7rvoupKFO
Orquesta Psicotrópika,Mo-Ska,La Selva,,,,,0xPgI9TiMApzF3DxK1GVdn
Orquesta Psicotrópika,El Show,La Selva,,,,,7GN9KmtadCVLzmqLMQWK5z
Orquesta Psicotrópika,Suite Psicotrópika,La Selva,,,,,1eNicBvXBee6MuFIfdq5q4
Orquesta Psicotrópika,La Selva,La Selva,,,,,2LHbRXJgat5d9NheCsmryl
Orquesta Psicotrópika,Que Corra la Chela,La Selva,,,,,5RTSu2qItxU12eybmil1oZ
Orquesta Psicotrópika,Juan Trompeta,La Selva,,,,,5rHfbR7leIDXMT2CP4Xett
Orquesta Psicotrópika,El Mañanero,La Selva,,,,,6x6JyqmM0x7txpYDdjX6fn
Orquesta Psicotrópika,Cenizas Amargas,Episodio II,,,,,0kaPsQNxyZVScQVOGFlSGA
Orquesta Psicotrópika,La Pinto,Episodio II,,,,,0YoDfrkivom0LwmluoRsvp
Orquesta Psicotrópika,Presos de la red,Episodio II,,,,,61c0u0zdTLA3XpJgitdiii
Orquesta Psicotrópika,Chicha,Episodio II,,,,,6APu7xHj0YRrgMnhGOr1a4
Orquesta Psicotrópika,Pare de gozar,Episodio II,,,,,1BNKuDsBQ1M20CBnRP20uJ
Orquesta Psicotrópika,Cumbia Tétrica,Episodio II,,,,,73ecSbw69bdgIDA8GmD3G6
Sleeping With Sirens,Kick Me,Madness (Deluxe Edition),,,,,5LfFjqx9c83BMXrJVfYT0Y
Sleeping With Sirens,Go Go Go,Madness (Deluxe Edition),,,,,7Eey97p1hpwYxS5ZREVuAT
Sleeping With Sirens,Gold,Madness (Deluxe Edition),,,,,6u51lb1jfWMN3Q2ZYrMbcG
Sleeping With Sirens,Save Me A Spark,Madness (Deluxe Edition),,,,,0yA817hjQGqCXJ7RzZRWWz
Sleeping With Sirens,Fly,Madness (Deluxe Edition),,,,,78v4gq9OnRtbA6VqjLjnFc
Sleeping With Sirens,The Strays,Madness (Deluxe Edition),,,,,1nGpm9EPkh1Esb4LIpclBW
Sleeping With Sirens,Left Alone,Madness (Deluxe Edition),,,,,0d4Aqf2Bcus025XBVjF8lf
Sleeping With Sirens,Better Off Dead,Madness (Deluxe Edition),,,,,4MjJlPgUYMQjvHOQq0uvOv
Sleeping With Sirens,We Like It Loud,Madness (Deluxe Edition),,,,,3KM7r7lg2KNoC77msFITRs
Sleeping With Sirens,Heroine,Madness (Deluxe Edition),,,,,4dq223vwGSqVPhgW7mU9ui
Sleeping With Sirens,November,Madness (Deluxe Edition),,,,,5Kj42RUTbTtEIlKa2Sfbei
Sleeping With Sirens,Madness,Madness (Deluxe Edition),,,,,0KQrOaBP2tjZnZAt4rlJq1
Sleeping With Sirens,Don't Say Anything,Madness (Deluxe Edition),,,,,3f9xlIVzk9xgArDPVpmNcl
Sleeping With Sirens,Parasites,Madness (Deluxe Edition),,,,,3oAO5MZqf5Q1m9Rf5OG06r
Sleeping With Sirens,2 Chord,Madness (Deluxe Edition),,,,,2KLXrOswYq81rkWPnzv2dw
Sleeping With Sirens,If You Can't Hang,Let's Cheers To This,,,,,3ouugfdFz6exFXUxu7wRvD
Sleeping With Sirens,"If I'm James Dean, You're Audrey Hepburn",With Ears To See And Eyes To Hear,,,,,1wFRkVclQWfMQQcaVLjmBE
Hiroshi Kitadani,OVER THE TOP,OVER THE TOP,,,,,3TSe07q4ZTuJFrw6S4K8ij
Adolescent's Orquesta,Virgen,Ahora Más Que Nunca,,,,,6srBp90EwADKAF7PorGiUC
Antônio Carlos Jobim,Chega De Saudade,Inédito,,,,,3vNwY4KaBRnJP4G6UBJPZH
Polyphia,The Worst,The Most Hated,,,,,5l3WNlq4rag0fFP0TI9qeJ
AJR,The Good Part,The Click,,,,,0dgrFwOa0RrFzWcM0azTzx
Black Eyed Peas,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],,,,,3F9ByoUqu31xU0I3G5xfVg
Juan Y Juan,Balada para un Gordo,Serie 20 Exitos,,,,,4pDNP3DgES1owORjzZcODY
Rufus Wainwright,Across The Universe - Remix,Vibrate: The Best Of (Deluxe Edition),,,,,2vucrHkf1k9Kz5VU8cw1R2
KYA,Mon Amour,Back to Basics,,,,,4LttCF3SarjorUxHLI41EG
KYA,Siempre Nice,Back to Basics,,,,,7cXUURjoM0VmxkMDXFyIKO
KYA,Go Mami,Back to Basics,,,,,4EXOFaXMdQ0bFrb1GWK0y4
KYA,Alright,Back to Basics,,,,,1S2BdvNU76ttINUqgFiCMQ
KYA,Start,Desdicho,,,,,5mIFRnEIQcy5E9FUVlzbIA
KYA,What I Got,Desdicho,,,,,4eORbG0VKYuyYTq4U4S8RO
KYA,Velvet,Desdicho,,,,,5OxOZPK35Np7sVHxwe2KsH
KYA,Your Girl,Desdicho,,,,,0NEMXp6o0tP4VlPnxpeyqK
